  419   30  13    5.623E-15 6.314E-15 6.930E-15 7.778E-15 8.786E-15 1.002E-14 1.152E-14 1.330E-14 1.542E-14 1.790E-14 2.079E-14 2.410E-14 4.808E-14 8.643E-14 2.095E-13 3.836E-13 5.875E-13 8.033E-13 1.020E-12 1.126E-12 1.230E-12 1.433E-12 1.625E-12 3.103E-12 3.964E-12
  420   30  14    1.198E-14 1.348E-14 1.482E-14 1.662E-14 1.870E-14 2.123E-14 2.425E-14 2.781E-14 3.197E-14 3.681E-14 4.235E-14 4.864E-14 9.240E-14 1.584E-13 3.548E-13 6.143E-13 9.046E-13 1.202E-12 1.494E-12 1.635E-12 1.772E-12 2.035E-12 2.282E-12 4.040E-12 4.917E-12
  421   30  15    2.356E-14 2.659E-14 2.928E-14 3.283E-14 3.689E-14 4.173E-14 4.741E-14 5.402E-14 6.164E-14 7.034E-14 8.017E-14 9.116E-14 1.638E-13 2.653E-13 5.376E-13 8.632E-13 1.204E-12 1.538E-12 1.855E-12 2.007E-12 2.154E-12 2.435E-12 2.698E-12 4.719E-12 5.912E-12
  422   30  16    4.826E-14 5.462E-14 6.023E-14 6.740E-14 7.539E-14 8.477E-14 9.563E-14 1.081E-13 1.223E-13 1.383E-13 1.562E-13 1.760E-13 3.023E-13 4.702E-13 8.944E-13 1.375E-12 1.859E-12 2.319E-12 2.744E-12 2.944E-12 3.134E-12 3.490E-12 3.815E-12 5.977E-12 6.993E-12
  423   30  17    8.817E-14 1.001E-13 1.106E-13 1.239E-13 1.384E-13 1.552E-13 1.743E-13 1.958E-13 2.199E-13 2.466E-13 2.759E-13 3.076E-13 4.996E-13 7.344E-13 1.270E-12 1.822E-12 2.351E-12 2.842E-12 3.296E-12 3.510E-12 3.717E-12 4.111E-12 4.482E-12 7.391E-12 9.075E-12
  424   30  18    1.747E-13 1.989E-13 2.200E-13 2.456E-13 2.726E-13 3.032E-13 3.375E-13 3.757E-13 4.179E-13 4.641E-13 5.143E-13 5.681E-13 8.847E-13 1.257E-12 2.065E-12 2.857E-12 3.578E-12 4.216E-12 4.776E-12 5.030E-12 5.269E-12 5.706E-12 6.096E-12 8.597E-12 9.753E-12
  425   30  19    2.972E-13 3.392E-13 3.762E-13 4.210E-13 4.675E-13 5.195E-13 5.766E-13 6.388E-13 7.061E-13 7.780E-13 8.544E-13 9.348E-13 1.379E-12 1.855E-12 2.798E-12 3.668E-12 4.461E-12 5.190E-12 5.866E-12 6.188E-12 6.501E-12 7.100E-12 7.669E-12 1.205E-11 1.435E-11
  426   30  20    5.674E-13 6.495E-13 7.207E-13 8.018E-13 8.815E-13 9.677E-13 1.061E-12 1.160E-12 1.267E-12 1.380E-12 1.499E-12 1.624E-12 2.294E-12 2.992E-12 4.303E-12 5.414E-12 6.329E-12 7.085E-12 7.720E-12 8.002E-12 8.264E-12 8.741E-12 9.166E-12 1.201E-11 1.340E-11
  427   30  21    9.199E-13 1.056E-12 1.176E-12 1.314E-12 1.451E-12 1.597E-12 1.752E-12 1.914E-12 2.082E-12 2.257E-12 2.435E-12 2.617E-12 3.539E-12 4.423E-12 5.996E-12 7.368E-12 8.614E-12 9.773E-12 1.086E-11 1.138E-11 1.188E-11 1.285E-11 1.375E-11 2.021E-11 2.304E-11
  428   30  22    1.636E-12 1.884E-12 2.096E-12 2.320E-12 2.519E-12 2.721E-12 2.928E-12 3.141E-12 3.358E-12 3.581E-12 3.807E-12 4.034E-12 5.159E-12 6.193E-12 7.892E-12 9.162E-12 1.013E-11 1.091E-11 1.157E-11 1.186E-11 1.214E-11 1.266E-11 1.314E-11 1.678E-11 1.866E-11
  429   30  23    2.726E-12 3.147E-12 3.519E-12 3.927E-12 4.304E-12 4.691E-12 5.084E-12 5.480E-12 5.877E-12 6.273E-12 6.665E-12 7.054E-12 8.887E-12 1.051E-11 1.326E-11 1.561E-11 1.773E-11 1.966E-11 2.142E-11 2.224E-11 2.302E-11 2.449E-11 2.582E-11 3.417E-11 3.698E-11
  430   30  24    4.108E-12 4.756E-12 5.305E-12 5.825E-12 6.224E-12 6.589E-12 6.931E-12 7.258E-12 7.572E-12 7.877E-12 8.171E-12 8.457E-12 9.733E-12 1.078E-11 1.241E-11 1.368E-11 1.477E-11 1.575E-11 1.666E-11 1.709E-11 1.752E-11 1.834E-11 1.913E-11 2.520E-11 2.814E-11
  431   30  25    8.237E-12 9.554E-12 1.072E-11 1.193E-11 1.294E-11 1.392E-11 1.488E-11 1.581E-11 1.671E-11 1.758E-11 1.842E-11 1.923E-11 2.285E-11 2.589E-11 3.078E-11 3.467E-11 3.791E-11 4.065E-11 4.300E-11 4.405E-11 4.502E-11 4.678E-11 4.832E-11 5.666E-11 5.818E-11
  432   30  26    8.832E-12 1.027E-11 1.148E-11 1.246E-11 1.305E-11 1.349E-11 1.382E-11 1.409E-11 1.430E-11 1.449E-11 1.465E-11 1.480E-11 1.549E-11 1.624E-11 1.814E-11 2.037E-11 2.270E-11 2.499E-11 2.717E-11 2.821E-11 2.922E-11 3.115E-11 3.294E-11 4.535E-11 5.052E-11
  433   30  27    2.644E-11 3.079E-11 3.467E-11 3.822E-11 4.075E-11 4.297E-11 4.500E-11 4.687E-11 4.861E-11 5.023E-11 5.175E-11 5.318E-11 5.922E-11 6.385E-11 7.044E-11 7.486E-11 7.801E-11 8.036E-11 8.219E-11 8.296E-11 8.365E-11 8.486E-11 8.587E-11 9.020E-11 8.837E-11
  434   30  28    2.087E-11 2.433E-11 2.733E-11 2.944E-11 3.045E-11 3.113E-11 3.162E-11 3.198E-11 3.229E-11 3.258E-11 3.287E-11 3.320E-11 3.554E-11 3.895E-11 4.722E-11 5.557E-11 6.323E-11 7.007E-11 7.616E-11 7.897E-11 8.163E-11 8.656E-11 9.103E-11 1.190E-10 1.278E-10
  435   30  29    9.378E-11 1.114E-10 1.265E-10 1.365E-10 1.407E-10 1.431E-10 1.447E-10 1.458E-10 1.466E-10 1.472E-10 1.477E-10 1.481E-10 1.488E-10 1.487E-10 1.474E-10 1.458E-10 1.443E-10 1.430E-10 1.419E-10 1.415E-10 1.411E-10 1.404E-10 1.400E-10 1.364E-10 1.290E-10
  436   31   1    1.923E-20 2.106E-20 2.280E-20 2.587E-20 3.072E-20 3.798E-20 4.802E-20 6.151E-20 7.957E-20 1.038E-19 1.364E-19 1.801E-19 7.276E-19 2.653E-18 2.184E-17 1.036E-16 3.316E-16 8.020E-16 1.589E-15 2.115E-15 2.731E-15 4.231E-15 6.070E-15 3.366E-14 5.768E-14
  437   31   2    8.950E-20 9.819E-20 1.064E-19 1.206E-19 1.430E-19 1.764E-19 2.222E-19 2.834E-19 3.644E-19 4.722E-19 6.155E-19 8.058E-19 3.108E-18 1.083E-17 8.274E-17 3.717E-16 1.143E-15 2.686E-15 5.215E-15 6.885E-15 8.831E-15 1.353E-14 1.925E-14 1.032E-13 1.751E-13
  438   31   3    2.935E-19 3.226E-19 3.498E-19 3.965E-19 4.691E-19 5.766E-19 7.232E-19 9.166E-19 1.170E-18 1.502E-18 1.939E-18 2.510E-18 9.103E-18 2.980E-17 2.045E-16 8.456E-16 2.439E-15 5.468E-15 1.025E-14 1.335E-14 1.691E-14 2.540E-14 3.558E-14 1.794E-13 3.005E-13
  439   31   4    8.845E-19 9.744E-19 1.058E-18 1.198E-18 1.414E-18 1.733E-18 2.163E-18 2.725E-18 3.452E-18 4.394E-18 5.614E-18 7.190E-18 2.450E-17 7.525E-17 4.613E-16 1.743E-15 4.685E-15 9.943E-15 1.789E-14 2.290E-14 2.859E-14 4.191E-14 5.756E-14 2.666E-13 4.362E-13
  440   31   5    2.520E-18 2.782E-18 3.023E-18 3.422E-18 4.030E-18 4.921E-18 6.114E-18 7.656E-18 9.628E-18 1.215E-17 1.537E-17 1.948E-17 6.254E-17 1.806E-16 9.919E-16 3.430E-15 8.589E-15 1.724E-14 2.971E-14 3.735E-14 4.589E-14 6.547E-14 8.795E-14 3.709E-13 5.932E-13
  441   31   6    6.850E-18 7.578E-18 8.245E-18 9.328E-18 1.096E-17 1.333E-17 1.649E-17 2.053E-17 2.563E-17 3.207E-17 4.020E-17 5.043E-17 1.527E-16 4.151E-16 2.048E-15 6.496E-15 1.520E-14 2.893E-14 4.780E-14 5.906E-14 7.143E-14 9.917E-14 1.303E-13 4.941E-13 7.657E-13
  442   31   7    1.792E-17 1.987E-17 2.164E-17 2.447E-17 2.867E-17 3.475E-17 4.276E-17 5.289E-17 6.557E-17 8.138E-17 1.011E-16 1.255E-16 3.592E-16 9.214E-16 4.099E-15 1.197E-14 2.625E-14 4.749E-14 7.534E-14 9.149E-14 1.090E-13 1.473E-13 1.893E-13 6.502E-13 9.808E-13
  443   31   8    4.509E-17 5.010E-17 5.465E-17 6.175E-17 7.220E-17 8.717E-17 1.067E-16 1.312E-16 1.615E-16 1.989E-16 2.447E-16 3.010E-16 8.147E-16 1.972E-15 7.920E-15 2.133E-14 4.393E-14 7.573E-14 1.156E-13 1.381E-13 1.621E-13 2.135E-13 2.685E-13 8.279E-13 1.208E-12
  444   31   9    1.103E-16 1.228E-16 1.341E-16 1.514E-16 1.766E-16 2.122E-16 2.584E-16 3.156E-16 3.856E-16 4.709E-16 5.743E-16 6.995E-16 1.794E-15 4.111E-15 1.498E-14 3.738E-14 7.257E-14 1.195E-13 1.759E-13 2.070E-13 2.395E-13 3.080E-13 3.797E-13 1.070E-12 1.519E-12
  445   31  10    2.596E-16 2.897E-16 3.168E-16 3.576E-16 4.158E-16 4.978E-16 6.030E-16 7.321E-16 8.881E-16 1.076E-15 1.300E-15 1.569E-15 3.812E-15 8.259E-15 2.726E-14 6.301E-14 1.154E-13 1.817E-13 2.582E-13 2.992E-13 3.415E-13 4.288E-13 5.180E-13 1.318E-12 1.816E-12
  446   31  11    5.993E-16 6.704E-16 7.341E-16 8.280E-16 9.595E-16 1.143E-15 1.375E-15 1.658E-15 1.996E-15 2.397E-15 2.873E-15 3.433E-15 7.925E-15 1.630E-14 4.915E-14 1.060E-13 1.841E-13 2.783E-13 3.831E-13 4.381E-13 4.941E-13 6.078E-13 7.220E-13 1.701E-12 2.281E-12
  447   31  12    1.324E-15 1.485E-15 1.628E-15 1.835E-15 2.121E-15 2.515E-15 3.012E-15 3.608E-15 4.312E-15 5.138E-15 6.102E-15 7.223E-15 1.581E-14 3.079E-14 8.429E-14 1.687E-13 2.774E-13 4.019E-13 5.350E-13 6.031E-13 6.715E-13 8.078E-13 9.417E-13 2.030E-12 2.670E-12
  448   31  13    2.907E-15 3.267E-15 3.588E-15 4.041E-15 4.652E-15 5.481E-15 6.513E-15 7.741E-15 9.176E-15 1.084E-14 1.276E-14 1.497E-14 3.121E-14 5.792E-14 1.461E-13 2.750E-13 4.318E-13 6.043E-13 7.832E-13 8.731E-13 9.625E-13 1.139E-12 1.309E-12 2.638E-12 3.366E-12
  449   31  14    6.024E-15 6.788E-15 7.464E-15 8.404E-15 9.649E-15 1.132E-14 1.338E-14 1.580E-14 1.860E-14 2.179E-14 2.542E-14 2.953E-14 5.839E-14 1.027E-13 2.356E-13 4.122E-13 6.129E-13 8.227E-13 1.032E-12 1.135E-12 1.237E-12 1.433E-12 1.621E-12 3.061E-12 3.898E-12
  450   31  15    1.267E-14 1.431E-14 1.576E-14 1.772E-14 2.024E-14 2.356E-14 2.760E-14 3.231E-14 3.767E-14 4.375E-14 5.058E-14 5.823E-14 1.100E-13 1.853E-13 3.967E-13 6.603E-13 9.460E-13 1.235E-12 1.516E-12 1.652E-12 1.785E-12 2.039E-12 2.278E-12 4.001E-12 4.888E-12
  451   31  16    2.453E-14 2.778E-14 3.064E-14 3.445E-14 3.926E-14 4.554E-14 5.308E-14 6.174E-14 7.148E-14 8.233E-14 9.433E-14 1.075E-13 1.925E-13 3.072E-13 5.992E-13 9.297E-13 1.264E-12 1.586E-12 1.890E-12 2.035E-12 2.175E-12 2.443E-12 2.694E-12 4.616E-12 5.743E-12
  452   31  17    4.981E-14 5.656E-14 6.248E-14 7.012E-14 7.940E-14 9.115E-14 1.051E-13 1.209E-13 1.385E-13 1.580E-13 1.793E-13 2.025E-13 3.472E-13 5.341E-13 9.866E-13 1.475E-12 1.951E-12 2.395E-12 2.803E-12 2.994E-12 3.176E-12 3.517E-12 3.829E-12 5.943E-12 6.982E-12
  453   31  18    8.965E-14 1.021E-13 1.130E-13 1.268E-13 1.434E-13 1.643E-13 1.887E-13 2.159E-13 2.457E-13 2.780E-13 3.128E-13 3.499E-13 5.683E-13 8.276E-13 1.395E-12 1.954E-12 2.469E-12 2.938E-12 3.366E-12 3.568E-12 3.762E-12 4.130E-12 4.477E-12 7.163E-12 8.707E-12
  454   31  19    1.771E-13 2.022E-13 2.240E-13 2.508E-13 2.810E-13 3.176E-13 3.595E-13 4.058E-13 4.560E-13 5.101E-13 5.677E-13 6.289E-13 9.803E-13 1.384E-12 2.235E-12 3.036E-12 3.746E-12 4.362E-12 4.899E-12 5.141E-12 5.369E-12 5.786E-12 6.159E-12 8.607E-12 9.787E-12
  455   31  20    2.962E-13 3.391E-13 3.766E-13 4.221E-13 4.734E-13 5.353E-13 6.052E-13 6.811E-13 7.616E-13 8.463E-13 9.346E-13 1.026E-12 1.519E-12 2.035E-12 3.020E-12 3.888E-12 4.650E-12 5.334E-12 5.961E-12 6.257E-12 6.544E-12 7.093E-12 7.612E-12 1.157E-11 1.364E-11
  456   31  21    5.682E-13 6.525E-13 7.251E-13 8.085E-13 8.950E-13 9.935E-13 1.102E-12 1.217E-12 1.339E-12 1.466E-12 1.598E-12 1.734E-12 2.455E-12 3.192E-12 4.548E-12 5.668E-12 6.570E-12 7.305E-12 7.917E-12 8.188E-12 8.440E-12 8.897E-12 9.306E-12 1.208E-11 1.345E-11
  457   31  22    9.014E-13 1.038E-12 1.157E-12 1.294E-12 1.439E-12 1.606E-12 1.787E-12 1.977E-12 2.172E-12 2.371E-12 2.573E-12 2.775E-12 3.778E-12 4.720E-12 6.346E-12 7.696E-12 8.872E-12 9.938E-12 1.093E-11 1.139E-11 1.185E-11 1.272E-11 1.353E-11 1.929E-11 2.185E-11
  458   31  23    1.631E-12 1.884E-12 2.099E-12 2.328E-12 2.540E-12 2.761E-12 2.991E-12 3.225E-12 3.462E-12 3.702E-12 3.943E-12 4.185E-12 5.357E-12 6.420E-12 8.145E-12 9.420E-12 1.039E-11 1.115E-11 1.180E-11 1.208E-11 1.235E-11 1.286E-11 1.332E-11 1.678E-11 1.852E-11
  459   31  24    2.635E-12 3.049E-12 3.412E-12 3.811E-12 4.199E-12 4.619E-12 5.058E-12 5.501E-12 5.944E-12 6.380E-12 6.810E-12 7.232E-12 9.192E-12 1.090E-11 1.373E-11 1.605E-11 1.804E-11 1.981E-11 2.140E-11 2.214E-11 2.284E-11 2.415E-11 2.534E-11 3.281E-11 3.537E-11
  460   31  25    4.122E-12 4.786E-12 5.345E-12 5.878E-12 6.298E-12 6.684E-12 7.044E-12 7.385E-12 7.711E-12 8.023E-12 8.325E-12 8.615E-12 9.902E-12 1.095E-11 1.258E-11 1.384E-11 1.491E-11 1.587E-11 1.675E-11 1.717E-11 1.758E-11 1.836E-11 1.910E-11 2.463E-11 2.722E-11
  461   31  26    7.894E-12 9.173E-12 1.030E-11 1.146E-11 1.248E-11 1.350E-11 1.452E-11 1.552E-11 1.648E-11 1.740E-11 1.829E-11 1.914E-11 2.294E-11 2.610E-11 3.112E-11 3.500E-11 3.813E-11 4.072E-11 4.290E-11 4.386E-11 4.476E-11 4.636E-11 4.776E-11 5.532E-11 5.670E-11
  462   31  27    8.993E-12 1.048E-11 1.172E-11 1.274E-11 1.336E-11 1.381E-11 1.414E-11 1.439E-11 1.459E-11 1.475E-11 1.490E-11 1.504E-11 1.567E-11 1.638E-11 1.820E-11 2.034E-11 2.255E-11 2.470E-11 2.674E-11 2.771E-11 2.865E-11 3.042E-11 3.207E-11 4.322E-11 4.779E-11
  463   31  28    2.561E-11 2.987E-11 3.364E-11 3.711E-11 3.962E-11 4.189E-11 4.397E-11 4.589E-11 4.768E-11 4.935E-11 5.091E-11 5.238E-11 5.855E-11 6.328E-11 7.001E-11 7.452E-11 7.771E-11 8.008E-11 8.190E-11 8.267E-11 8.336E-11 8.454E-11 8.552E-11 8.960E-11 8.770E-11
  464   31  29    2.146E-11 2.509E-11 2.819E-11 3.034E-11 3.130E-11 3.185E-11 3.217E-11 3.237E-11 3.251E-11 3.266E-11 3.283E-11 3.305E-11 3.497E-11 3.810E-11 4.596E-11 5.400E-11 6.139E-11 6.800E-11 7.387E-11 7.656E-11 7.910E-11 8.381E-11 8.805E-11 1.141E-10 1.222E-10
  465   31  30    9.468E-11 1.126E-10 1.278E-10 1.380E-10 1.422E-10 1.445E-10 1.458E-10 1.465E-10 1.470E-10 1.473E-10 1.476E-10 1.477E-10 1.479E-10 1.476E-10 1.463E-10 1.448E-10 1.435E-10 1.425E-10 1.417E-10 1.413E-10 1.410E-10 1.405E-10 1.402E-10 1.368E-10 1.291E-10
  466   32   1    9.676E-21 1.063E-20 1.152E-20 1.306E-20 1.539E-20 1.876E-20 2.340E-20 2.969E-20 3.819E-20 4.970E-20 6.524E-20 8.620E-20 3.539E-19 1.354E-18 1.220E-17 6.123E-17 2.055E-16 5.188E-16 1.066E-15 1.441E-15 1.888E-15 2.998E-15 4.390E-15 2.697E-14 4.779E-14
  467   32   2    4.490E-20 4.940E-20 5.358E-20 6.073E-20 7.147E-20 8.704E-20 1.084E-19 1.370E-19 1.754E-19 2.268E-19 2.955E-19 3.873E-19 1.520E-18 5.552E-18 4.648E-17 2.212E-16 7.130E-16 1.747E-15 3.512E-15 4.707E-15 6.120E-15 9.604E-15 1.394E-14 8.271E-14 1.456E-13
  468   32   3    1.467E-19 1.618E-19 1.756E-19 1.990E-19 2.339E-19 2.845E-19 3.532E-19 4.445E-19 5.653E-19 7.249E-19 9.358E-19 1.214E-18 4.484E-18 1.538E-17 1.158E-16 5.082E-16 1.537E-15 3.587E-15 6.957E-15 9.191E-15 1.180E-14 1.815E-14 2.592E-14 1.441E-13 2.493E-13
  469   32   4    4.414E-19 4.875E-19 5.299E-19 6.000E-19 7.045E-19 8.552E-19 1.058E-18 1.326E-18 1.675E-18 2.131E-18 2.725E-18 3.497E-18 1.217E-17 3.914E-17 2.638E-16 1.061E-15 2.989E-15 6.596E-15 1.225E-14 1.590E-14 2.010E-14 3.011E-14 4.213E-14 2.151E-13 3.647E-13
  470   32   5    1.256E-18 1.390E-18 1.512E-18 1.711E-18 2.007E-18 2.431E-18 3.000E-18 3.739E-18 4.694E-18 5.924E-18 7.507E-18 9.539E-18 3.131E-17 9.462E-17 5.718E-16 2.109E-15 5.541E-15 1.156E-14 2.054E-14 2.618E-14 3.256E-14 4.745E-14 6.491E-14 2.993E-13 4.927E-13
  471   32   6    3.416E-18 3.789E-18 4.127E-18 4.669E-18 5.466E-18 6.606E-18 8.122E-18 1.007E-17 1.256E-17 1.574E-17 1.977E-17 2.487E-17 7.717E-17 2.196E-16 1.193E-15 4.048E-15 9.943E-15 1.965E-14 3.344E-14 4.183E-14 5.118E-14 7.252E-14 9.692E-14 4.029E-13 6.458E-13
  472   32   7    8.931E-18 9.925E-18 1.082E-17 1.224E-17 1.431E-17 1.725E-17 2.113E-17 2.608E-17 3.232E-17 4.017E-17 5.001E-17 6.233E-17 1.830E-16 4.908E-16 2.403E-15 7.514E-15 1.730E-14 3.249E-14 5.309E-14 6.529E-14 7.864E-14 1.084E-13 1.416E-13 5.265E-13 8.142E-13
  473   32   8    2.259E-17 2.516E-17 2.747E-17 3.105E-17 3.621E-17 4.353E-17 5.311E-17 6.519E-17 8.026E-17 9.899E-17 1.222E-16 1.509E-16 4.201E-16 1.064E-15 4.707E-15 1.361E-14 2.946E-14 5.269E-14 8.279E-14 1.001E-13 1.188E-13 1.595E-13 2.039E-13 6.857E-13 1.031E-12
  474   32   9    5.517E-17 6.157E-17 6.730E-17 7.603E-17 8.853E-17 1.061E-16 1.289E-16 1.574E-16 1.925E-16 2.357E-16 2.885E-16 3.529E-16 9.317E-16 2.229E-15 8.917E-15 2.386E-14 4.868E-14 8.313E-14 1.259E-13 1.499E-13 1.753E-13 2.295E-13 2.872E-13 8.655E-13 1.254E-12
  475   32  10    1.314E-16 1.469E-16 1.608E-16 1.816E-16 2.109E-16 2.518E-16 3.044E-16 3.694E-16 4.489E-16 5.453E-16 6.619E-16 8.024E-16 2.013E-15 4.561E-15 1.657E-14 4.121E-14 7.949E-14 1.299E-13 1.900E-13 2.228E-13 2.571E-13 3.289E-13 4.037E-13 1.115E-12 1.575E-12
  476   32  11    3.017E-16 3.381E-16 3.705E-16 4.182E-16 4.847E-16 5.766E-16 6.939E-16 8.375E-16 1.011E-15 1.219E-15 1.467E-15 1.762E-15 4.197E-15 9.002E-15 2.966E-14 6.849E-14 1.250E-13 1.957E-13 2.766E-13 3.197E-13 3.640E-13 4.551E-13 5.476E-13 1.364E-12 1.865E-12
  477   32  12    6.815E-16 7.654E-16 8.398E-16 9.475E-16 1.095E-15 1.296E-15 1.550E-15 1.859E-15 2.228E-15 2.665E-15 3.181E-15 3.787E-15 8.590E-15 1.751E-14 5.272E-14 1.137E-13 1.973E-13 2.971E-13 4.074E-13 4.648E-13 5.233E-13 6.414E-13 7.594E-13 1.760E-12 2.351E-12
  478   32  13    1.474E-15 1.660E-15 1.824E-15 2.056E-15 2.370E-15 2.795E-15 3.327E-15 3.965E-15 4.718E-15 5.600E-15 6.628E-15 7.820E-15 1.686E-14 3.256E-14 8.904E-14 1.787E-13 2.937E-13 4.248E-13 5.641E-13 6.349E-13 7.060E-13 8.469E-13 9.847E-13 2.085E-12 2.720E-12
  479   32  14    3.179E-15 3.588E-15 3.947E-15 4.448E-15 5.107E-15 5.987E-15 7.077E-15 8.371E-15 9.884E-15 1.164E-14 1.366E-14 1.597E-14 3.286E-14 6.055E-14 1.526E-13 2.882E-13 4.531E-13 6.337E-13 8.201E-13 9.134E-13 1.006E-12 1.188E-12 1.363E-12 2.716E-12 3.457E-12
  480   32  15    6.470E-15 7.318E-15 8.062E-15 9.079E-15 1.040E-14 1.214E-14 1.427E-14 1.678E-14 1.967E-14 2.298E-14 2.673E-14 3.097E-14 6.054E-14 1.058E-13 2.426E-13 4.261E-13 6.352E-13 8.534E-13 1.071E-12 1.177E-12 1.281E-12 1.483E-12 1.675E-12 3.123E-12 3.945E-12
  481   32  16    1.342E-14 1.521E-14 1.678E-14 1.889E-14 2.153E-14 2.495E-14 2.908E-14 3.389E-14 3.939E-14 4.561E-14 5.260E-14 6.041E-14 1.130E-13 1.894E-13 4.055E-13 6.777E-13 9.740E-13 1.273E-12 1.564E-12 1.705E-12 1.841E-12 2.102E-12 2.347E-12 4.101E-12 5.003E-12
  482   32  17    2.555E-14 2.904E-14 3.209E-14 3.609E-14 4.104E-14 4.738E-14 5.496E-14 6.365E-14 7.343E-14 8.433E-14 9.640E-14 1.097E-13 1.947E-13 3.094E-13 6.035E-13 9.404E-13 1.283E-12 1.615E-12 1.927E-12 2.076E-12 2.220E-12 2.493E-12 2.749E-12 4.675E-12 5.786E-12
  483   32  18    5.142E-14 5.860E-14 6.484E-14 7.281E-14 8.230E-14 9.411E-14 1.080E-13 1.238E-13 1.414E-13 1.608E-13 1.822E-13 2.054E-13 3.501E-13 5.368E-13 9.922E-13 1.489E-12 1.978E-12 2.435E-12 2.856E-12 3.052E-12 3.239E-12 3.589E-12 3.908E-12 6.062E-12 7.116E-12
  484   32  19    9.107E-14 1.040E-13 1.153E-13 1.295E-13 1.461E-13 1.666E-13 1.904E-13 2.170E-13 2.462E-13 2.778E-13 3.119E-13 3.483E-13 5.626E-13 8.172E-13 1.379E-12 1.939E-12 2.462E-12 2.940E-12 3.378E-12 3.584E-12 3.782E-12 4.157E-12 4.509E-12 7.209E-12 8.748E-12
  485   32  20    1.793E-13 2.055E-13 2.280E-13 2.554E-13 2.858E-13 3.219E-13 3.629E-13 4.081E-13 4.574E-13 5.105E-13 5.674E-13 6.277E-13 9.752E-13 1.375E-12 2.225E-12 3.035E-12 3.759E-12 4.392E-12 4.944E-12 5.194E-12 5.429E-12 5.858E-12 6.242E-12 8.737E-12 9.920E-12
  486   32  21    2.947E-13 3.384E-13 3.763E-13 4.218E-13 4.720E-13 5.313E-13 5.979E-13 6.701E-13 7.469E-13 8.279E-13 9.126E-13 1.001E-12 1.476E-12 1.975E-12 2.937E-12 3.799E-12 4.567E-12 5.263E-12 5.903E-12 6.206E-12 6.499E-12 7.058E-12 7.587E-12 1.159E-11 1.369E-11
  487   32  22    5.685E-13 6.548E-13 7.288E-13 8.133E-13 8.995E-13 9.958E-13 1.100E-12 1.212E-12 1.330E-12 1.454E-12 1.583E-12 1.716E-12 2.427E-12 3.158E-12 4.515E-12 5.650E-12 6.572E-12 7.328E-12 7.959E-12 8.239E-12 8.499E-12 8.972E-12 9.393E-12 1.221E-11 1.355E-11
  488   32  23    8.819E-13 1.018E-12 1.136E-12 1.271E-12 1.410E-12 1.567E-12 1.735E-12 1.912E-12 2.094E-12 2.281E-12 2.470E-12 2.661E-12 3.613E-12 4.513E-12 6.088E-12 7.427E-12 8.619E-12 9.713E-12 1.073E-11 1.121E-11 1.168E-11 1.257E-11 1.341E-11 1.931E-11 2.196E-11
  489   32  24    1.626E-12 1.884E-12 2.102E-12 2.333E-12 2.544E-12 2.761E-12 2.983E-12 3.208E-12 3.438E-12 3.672E-12 3.907E-12 4.144E-12 5.310E-12 6.380E-12 8.133E-12 9.438E-12 1.043E-11 1.122E-11 1.187E-11 1.217E-11 1.244E-11 1.296E-11 1.343E-11 1.687E-11 1.855E-11
  490   32  25    2.551E-12 2.959E-12 3.314E-12 3.701E-12 4.068E-12 4.457E-12 4.858E-12 5.263E-12 5.668E-12 6.071E-12 6.468E-12 6.860E-12 8.701E-12 1.033E-11 1.307E-11 1.539E-11 1.743E-11 1.928E-11 2.095E-11 2.173E-11 2.247E-11 2.384E-11 2.509E-11 3.287E-11 3.556E-11
  491   32  26    4.113E-12 4.788E-12 5.354E-12 5.895E-12 6.321E-12 6.706E-12 7.061E-12 7.396E-12 7.718E-12 8.028E-12 8.329E-12 8.620E-12 9.935E-12 1.103E-11 1.271E-11 1.400E-11 1.507E-11 1.601E-11 1.687E-11 1.728E-11 1.768E-11 1.844E-11 1.916E-11 2.459E-11 2.713E-11
  492   32  27    7.593E-12 8.842E-12 9.933E-12 1.105E-11 1.201E-11 1.297E-11 1.390E-11 1.480E-11 1.568E-11 1.654E-11 1.736E-11 1.816E-11 2.175E-11 2.479E-11 2.972E-11 3.367E-11 3.695E-11 3.970E-11 4.205E-11 4.309E-11 4.406E-11 4.580E-11 4.731E-11 5.543E-11 5.696E-11
  493   32  28    9.074E-12 1.060E-11 1.187E-11 1.292E-11 1.356E-11 1.402E-11 1.436E-11 1.461E-11 1.481E-11 1.498E-11 1.513E-11 1.527E-11 1.591E-11 1.662E-11 1.838E-11 2.042E-11 2.253E-11 2.459E-11 2.656E-11 2.749E-11 2.840E-11 3.012E-11 3.173E-11 4.279E-11 4.744E-11
  494   32  29    2.499E-11 2.921E-11 3.291E-11 3.630E-11 3.874E-11 4.088E-11 4.281E-11 4.459E-11 4.625E-11 4.780E-11 4.927E-11 5.066E-11 5.663E-11 6.133E-11 6.822E-11 7.299E-11 7.648E-11 7.912E-11 8.118E-11 8.206E-11 8.284E-11 8.421E-11 8.534E-11 9.004E-11 8.820E-11
