!MOLECULE
OCS
!MOLECULAR WEIGHT
60.0
!NUMBER OF ENERGY LEVELS
99
!LEVEL + ENERGIES(cm^-1) + WEIGHT + J
 1217    50    41  5.3e-12 5.9e-12 5.8e-12 5.6e-12 5.6e-12 5.4e-12 5.1e-12 4.9e-12
 1218    50    42  5.9e-12 6.9e-12 7.5e-12 8.2e-12 9.0e-12 9.9e-12 1.3e-11 1.7e-11
 1219    50    43  6.9e-12 7.3e-12 7.2e-12 6.9e-12 7.3e-12 7.2e-12 6.7e-12 6.4e-12
 1220    50    44  1.2e-11 1.4e-11 1.6e-11 1.8e-11 2.0e-11 2.1e-11 2.7e-11 3.5e-11
 1221    50    45  1.1e-11 1.3e-11 1.4e-11 1.5e-11 1.5e-11 1.6e-11 1.7e-11 1.8e-11
 1222    50    46  3.8e-11 4.3e-11 4.7e-11 4.7e-11 4.9e-11 5.0e-11 5.9e-11 7.2e-11
 1223    50    47  1.7e-11 2.3e-11 3.1e-11 3.4e-11 3.7e-11 3.7e-11 4.2e-11 5.0e-11
 1224    50    48  9.8e-11 1.1e-10 1.2e-10 1.3e-10 1.3e-10 1.3e-10 1.4e-10 1.7e-10
 1225    50    49  5.5e-11 6.2e-11 6.8e-11 7.2e-11 7.3e-11 7.3e-11 7.8e-11 8.3e-11
 1226    51     1  2.3e-19 1.4e-19 5.6e-20 4.4e-20 4.8e-20 5.5e-20 4.6e-20 5.1e-20
 1227    51     2  7.4e-19 4.4e-19 1.8e-19 1.4e-19 1.5e-19 1.8e-19 1.5e-19 1.6e-19
 1228    51     3  1.4e-18 8.4e-19 3.4e-19 2.7e-19 3.0e-19 3.4e-19 2.9e-19 3.2e-19
 1229    51     4  2.3e-18 1.4e-18 5.9e-19 4.7e-19 5.1e-19 5.8e-19 4.9e-19 5.5e-19
 1230    51     5  3.6e-18 2.2e-18 9.6e-19 7.8e-19 8.4e-19 9.5e-19 8.2e-19 9.0e-19
 1231    51     6  5.5e-18 3.5e-18 1.5e-18 1.3e-18 1.3e-18 1.5e-18 1.3e-18 1.5e-18
 1232    51     7  8.4e-18 5.4e-18 2.4e-18 2.0e-18 2.2e-18 2.4e-18 2.1e-18 2.3e-18
 1233    51     8  1.3e-17 8.3e-18 3.8e-18 3.1e-18 3.4e-18 3.8e-18 3.3e-18 3.7e-18
 1234    51     9  1.9e-17 1.3e-17 5.9e-18 4.9e-18 5.3e-18 6.0e-18 5.3e-18 5.8e-18
 1235    51    10  2.8e-17 1.9e-17 9.2e-18 7.7e-18 8.3e-18 9.3e-18 8.3e-18 9.2e-18
 1236    51    11  4.2e-17 2.9e-17 1.4e-17 1.2e-17 1.3e-17 1.5e-17 1.3e-17 1.4e-17
 1237    51    12  6.2e-17 4.3e-17 2.2e-17 1.9e-17 2.0e-17 2.2e-17 2.0e-17 2.2e-17
 1238    51    13  9.1e-17 6.5e-17 3.4e-17 2.9e-17 3.1e-17 3.4e-17 3.1e-17 3.4e-17
 1239    51    14  1.3e-16 9.7e-17 5.2e-17 4.4e-17 4.8e-17 5.3e-17 4.8e-17 5.3e-17
 1240    51    15  2.0e-16 1.4e-16 7.9e-17 6.8e-17 7.3e-17 8.1e-17 7.4e-17 8.2e-17
 1241    51    16  2.9e-16 2.1e-16 1.2e-16 1.0e-16 1.1e-16 1.2e-16 1.1e-16 1.3e-16
 1242    51    17  4.2e-16 3.2e-16 1.8e-16 1.6e-16 1.7e-16 1.9e-16 1.7e-16 1.9e-16
 1243    51    18  6.1e-16 4.7e-16 2.8e-16 2.4e-16 2.6e-16 2.9e-16 2.7e-16 3.0e-16
 1244    51    19  8.9e-16 7.0e-16 4.2e-16 3.7e-16 4.0e-16 4.3e-16 4.1e-16 4.5e-16
 1245    51    20  1.3e-15 1.0e-15 6.3e-16 5.6e-16 6.0e-16 6.6e-16 6.2e-16 6.9e-16
 1246    51    21  1.9e-15 1.5e-15 9.5e-16 8.5e-16 9.1e-16 1.0e-15 9.4e-16 1.0e-15
 1247    51    22  2.7e-15 2.2e-15 1.4e-15 1.3e-15 1.4e-15 1.5e-15 1.4e-15 1.6e-15
 1248    51    23  3.9e-15 3.3e-15 2.2e-15 2.0e-15 2.1e-15 2.3e-15 2.2e-15 2.4e-15
 1249    51    24  5.7e-15 4.9e-15 3.2e-15 2.9e-15 3.2e-15 3.4e-15 3.3e-15 3.7e-15
 1250    51    25  8.2e-15 7.1e-15 4.9e-15 4.5e-15 4.8e-15 5.1e-15 5.0e-15 5.6e-15
 1251    51    26  1.2e-14 1.0e-14 7.3e-15 6.7e-15 7.2e-15 7.7e-15 7.5e-15 8.4e-15
 1252    51    27  1.7e-14 1.5e-14 1.1e-14 1.0e-14 1.1e-14 1.2e-14 1.1e-14 1.3e-14
 1253    51    28  2.5e-14 2.2e-14 1.6e-14 1.5e-14 1.6e-14 1.7e-14 1.7e-14 1.9e-14
 1254    51    29  3.6e-14 3.3e-14 2.4e-14 2.3e-14 2.4e-14 2.6e-14 2.6e-14 2.9e-14
 1255    51    30  5.1e-14 4.7e-14 3.6e-14 3.4e-14 3.6e-14 3.9e-14 3.9e-14 4.3e-14
 1256    51    31  7.3e-14 6.9e-14 5.4e-14 5.1e-14 5.4e-14 5.8e-14 5.8e-14 6.5e-14
 1257    51    32  1.0e-13 1.0e-13 8.0e-14 7.6e-14 8.1e-14 8.6e-14 8.7e-14 9.8e-14
 1258    51    33  1.5e-13 1.5e-13 1.2e-13 1.1e-13 1.2e-13 1.3e-13 1.3e-13 1.5e-13
 1259    51    34  2.1e-13 2.1e-13 1.8e-13 1.7e-13 1.8e-13 1.9e-13 1.9e-13 2.2e-13
 1260    51    35  3.1e-13 3.1e-13 2.6e-13 2.5e-13 2.7e-13 2.8e-13 2.9e-13 3.2e-13
 1261    51    36  4.4e-13 4.4e-13 3.8e-13 3.7e-13 4.0e-13 4.2e-13 4.3e-13 4.8e-13
 1262    51    37  6.2e-13 6.4e-13 5.7e-13 5.5e-13 5.9e-13 6.1e-13 6.4e-13 7.2e-13
 1263    51    38  8.8e-13 9.1e-13 8.3e-13 8.2e-13 8.6e-13 9.0e-13 9.5e-13 1.1e-12
 1264    51    39  1.9e-12 1.9e-12 1.7e-12 1.6e-12 1.7e-12 1.8e-12 1.9e-12 2.3e-12
 1265    51    40  4.8e-12 5.5e-12 5.5e-12 5.3e-12 5.4e-12 5.2e-12 5.0e-12 5.1e-12
 1266    51    41  3.6e-12 3.9e-12 3.9e-12 4.0e-12 4.2e-12 4.6e-12 5.4e-12 6.6e-12
 1267    51    42  5.3e-12 5.8e-12 5.8e-12 5.6e-12 5.6e-12 5.4e-12 5.1e-12 4.9e-12
 1268    51    43  5.8e-12 6.9e-12 7.5e-12 8.2e-12 9.0e-12 9.9e-12 1.3e-11 1.7e-11
 1269    51    44  6.8e-12 7.2e-12 7.2e-12 6.9e-12 7.3e-12 7.2e-12 6.7e-12 6.4e-12
 1270    51    45  1.2e-11 1.4e-11 1.6e-11 1.8e-11 2.0e-11 2.1e-11 2.7e-11 3.5e-11
 1271    51    46  1.1e-11 1.3e-11 1.4e-11 1.5e-11 1.5e-11 1.6e-11 1.7e-11 1.8e-11
 1272    51    47  3.8e-11 4.3e-11 4.7e-11 4.7e-11 4.9e-11 5.0e-11 5.9e-11 7.2e-11
 1273    51    48  1.7e-11 2.3e-11 3.1e-11 3.4e-11 3.7e-11 3.7e-11 4.2e-11 5.0e-11
 1274    51    49  9.6e-11 1.1e-10 1.2e-10 1.3e-10 1.3e-10 1.3e-10 1.4e-10 1.7e-10
 1275    51    50  5.4e-11 6.2e-11 6.8e-11 7.1e-11 7.3e-11 7.3e-11 7.8e-11 8.3e-11
 1276    52     1  1.6e-19 9.4e-20 3.7e-20 2.9e-20 3.2e-20 3.6e-20 3.0e-20 3.4e-20
 1277    52     2  5.1e-19 3.0e-19 1.2e-19 9.5e-20 1.0e-19 1.2e-19 9.9e-20 1.1e-19
 1278    52     3  9.6e-19 5.7e-19 2.3e-19 1.8e-19 2.0e-19 2.3e-19 1.9e-19 2.1e-19
 1279    52     4  1.6e-18 9.6e-19 3.9e-19 3.1e-19 3.4e-19 3.9e-19 3.3e-19 3.6e-19
 1280    52     5  2.5e-18 1.5e-18 6.4e-19 5.1e-19 5.6e-19 6.3e-19 5.4e-19 6.0e-19
 1281    52     6  3.8e-18 2.4e-18 1.0e-18 8.3e-19 9.0e-19 1.0e-18 8.7e-19 9.7e-19
 1282    52     7  5.8e-18 3.7e-18 1.6e-18 1.3e-18 1.4e-18 1.6e-18 1.4e-18 1.6e-18
 1283    52     8  8.7e-18 5.6e-18 2.5e-18 2.1e-18 2.3e-18 2.5e-18 2.2e-18 2.5e-18
 1284    52     9  1.3e-17 8.6e-18 4.0e-18 3.3e-18 3.6e-18 4.0e-18 3.5e-18 3.9e-18
 1285    52    10  1.9e-17 1.3e-17 6.2e-18 5.1e-18 5.5e-18 6.2e-18 5.5e-18 6.1e-18
 1286    52    11  2.9e-17 2.0e-17 9.5e-18 8.0e-18 8.6e-18 9.6e-18 8.5e-18 9.5e-18
 1287    52    12  4.2e-17 2.9e-17 1.5e-17 1.2e-17 1.3e-17 1.5e-17 1.3e-17 1.5e-17
 1288    52    13  6.3e-17 4.4e-17 2.3e-17 1.9e-17 2.1e-17 2.3e-17 2.1e-17 2.3e-17
 1289    52    14  9.2e-17 6.6e-17 3.4e-17 2.9e-17 3.2e-17 3.5e-17 3.2e-17 3.5e-17
 1290    52    15  1.3e-16 9.9e-17 5.3e-17 4.5e-17 4.9e-17 5.4e-17 4.9e-17 5.5e-17
 1291    52    16  2.0e-16 1.5e-16 8.0e-17 6.9e-17 7.5e-17 8.2e-17 7.5e-17 8.4e-17
 1292    52    17  2.9e-16 2.2e-16 1.2e-16 1.1e-16 1.1e-16 1.3e-16 1.2e-16 1.3e-16
 1293    52    18  4.2e-16 3.2e-16 1.8e-16 1.6e-16 1.7e-16 1.9e-16 1.8e-16 2.0e-16
 1294    52    19  6.1e-16 4.8e-16 2.8e-16 2.5e-16 2.7e-16 2.9e-16 2.7e-16 3.0e-16
 1295    52    20  8.9e-16 7.1e-16 4.2e-16 3.7e-16 4.0e-16 4.4e-16 4.1e-16 4.6e-16
 1296    52    21  1.3e-15 1.0e-15 6.4e-16 5.7e-16 6.1e-16 6.7e-16 6.3e-16 7.0e-16
 1297    52    22  1.9e-15 1.5e-15 9.6e-16 8.6e-16 9.2e-16 1.0e-15 9.5e-16 1.1e-15
 1298    52    23  2.7e-15 2.3e-15 1.5e-15 1.3e-15 1.4e-15 1.5e-15 1.5e-15 1.6e-15
 1299    52    24  3.9e-15 3.3e-15 2.2e-15 2.0e-15 2.1e-15 2.3e-15 2.2e-15 2.5e-15
 1300    52    25  5.7e-15 4.9e-15 3.3e-15 3.0e-15 3.2e-15 3.5e-15 3.3e-15 3.7e-15
 1301    52    26  8.2e-15 7.1e-15 4.9e-15 4.5e-15 4.8e-15 5.2e-15 5.0e-15 5.6e-15
 1302    52    27  1.2e-14 1.0e-14 7.3e-15 6.8e-15 7.2e-15 7.8e-15 7.6e-15 8.5e-15
 1303    52    28  1.7e-14 1.5e-14 1.1e-14 1.0e-14 1.1e-14 1.2e-14 1.1e-14 1.3e-14
 1304    52    29  2.4e-14 2.2e-14 1.6e-14 1.5e-14 1.6e-14 1.8e-14 1.7e-14 1.9e-14
 1305    52    30  3.5e-14 3.3e-14 2.4e-14 2.3e-14 2.4e-14 2.6e-14 2.6e-14 2.9e-14
 1306    52    31  5.1e-14 4.7e-14 3.6e-14 3.4e-14 3.7e-14 3.9e-14 3.9e-14 4.4e-14
 1307    52    32  7.3e-14 6.9e-14 5.4e-14 5.1e-14 5.5e-14 5.8e-14 5.8e-14 6.5e-14
 1308    52    33  1.0e-13 1.0e-13 8.0e-14 7.7e-14 8.1e-14 8.6e-14 8.8e-14 9.8e-14
 1309    52    34  1.5e-13 1.4e-13 1.2e-13 1.1e-13 1.2e-13 1.3e-13 1.3e-13 1.5e-13
 1310    52    35  2.1e-13 2.1e-13 1.8e-13 1.7e-13 1.8e-13 1.9e-13 2.0e-13 2.2e-13
 1311    52    36  3.0e-13 3.0e-13 2.6e-13 2.5e-13 2.7e-13 2.8e-13 2.9e-13 3.3e-13
 1312    52    37  4.3e-13 4.4e-13 3.8e-13 3.8e-13 4.0e-13 4.2e-13 4.3e-13 4.8e-13
 1313    52    38  6.1e-13 6.3e-13 5.7e-13 5.5e-13 5.9e-13 6.2e-13 6.4e-13 7.2e-13
 1314    52    39  8.7e-13 9.1e-13 8.3e-13 8.2e-13 8.7e-13 9.1e-13 9.5e-13 1.1e-12
 1315    52    40  1.9e-12 1.9e-12 1.7e-12 1.6e-12 1.7e-12 1.8e-12 2.0e-12 2.3e-12
 1316    52    41  4.7e-12 5.5e-12 5.5e-12 5.4e-12 5.5e-12 5.2e-12 5.0e-12 5.1e-12
 1317    52    42  3.5e-12 3.9e-12 3.9e-12 4.0e-12 4.2e-12 4.6e-12 5.4e-12 6.7e-12
 1318    52    43  5.2e-12 5.8e-12 5.8e-12 5.6e-12 5.6e-12 5.4e-12 5.1e-12 4.9e-12
 1319    52    44  5.7e-12 6.8e-12 7.4e-12 8.2e-12 9.0e-12 9.9e-12 1.3e-11 1.7e-11
 1320    52    45  6.7e-12 7.2e-12 7.2e-12 6.9e-12 7.3e-12 7.2e-12 6.7e-12 6.4e-12
 1321    52    46  1.1e-11 1.4e-11 1.6e-11 1.8e-11 2.0e-11 2.1e-11 2.7e-11 3.5e-11
 1322    52    47  1.1e-11 1.3e-11 1.4e-11 1.5e-11 1.5e-11 1.6e-11 1.7e-11 1.8e-11
 1323    52    48  3.7e-11 4.3e-11 4.7e-11 4.7e-11 4.9e-11 5.0e-11 5.9e-11 7.2e-11
 1324    52    49  1.7e-11 2.3e-11 3.1e-11 3.4e-11 3.7e-11 3.7e-11 4.2e-11 5.0e-11
 1325    52    50  9.5e-11 1.1e-10 1.2e-10 1.2e-10 1.3e-10 1.3e-10 1.4e-10 1.7e-10
 1326    52    51  5.3e-11 6.1e-11 6.8e-11 7.1e-11 7.2e-11 7.3e-11 7.7e-11 8.3e-11
 1327    53     1  1.1e-19 6.4e-20 2.5e-20 1.9e-20 2.1e-20 2.4e-20 2.0e-20 2.2e-20
 1328    53     2  3.5e-19 2.1e-19 8.0e-20 6.3e-20 6.8e-20 7.8e-20 6.5e-20 7.2e-20
 1329    53     3  6.6e-19 3.9e-19 1.5e-19 1.2e-19 1.3e-19 1.5e-19 1.3e-19 1.4e-19
 1330    53     4  1.1e-18 6.5e-19 2.6e-19 2.1e-19 2.3e-19 2.6e-19 2.2e-19 2.4e-19
 1331    53     5  1.7e-18 1.0e-18 4.3e-19 3.4e-19 3.7e-19 4.2e-19 3.6e-19 4.0e-19
 1332    53     6  2.6e-18 1.6e-18 6.8e-19 5.5e-19 6.0e-19 6.8e-19 5.8e-19 6.4e-19
 1333    53     7  4.0e-18 2.5e-18 1.1e-18 8.8e-19 9.5e-19 1.1e-18 9.3e-19 1.0e-18
 1334    53     8  6.0e-18 3.8e-18 1.7e-18 1.4e-18 1.5e-18 1.7e-18 1.5e-18 1.6e-18
 1335    53     9  8.9e-18 5.8e-18 2.7e-18 2.2e-18 2.4e-18 2.7e-18 2.3e-18 2.6e-18
 1336    53    10  1.3e-17 8.9e-18 4.1e-18 3.4e-18 3.7e-18 4.2e-18 3.6e-18 4.0e-18
 1337    53    11  2.0e-17 1.3e-17 6.4e-18 5.3e-18 5.7e-18 6.4e-18 5.7e-18 6.3e-18
 1338    53    12  2.9e-17 2.0e-17 9.8e-18 8.2e-18 8.9e-18 9.9e-18 8.8e-18 9.8e-18
 1339    53    13  4.3e-17 3.0e-17 1.5e-17 1.3e-17 1.4e-17 1.5e-17 1.4e-17 1.5e-17
 1340    53    14  6.3e-17 4.5e-17 2.3e-17 1.9e-17 2.1e-17 2.3e-17 2.1e-17 2.3e-17
 1341    53    15  9.3e-17 6.7e-17 3.5e-17 3.0e-17 3.2e-17 3.6e-17 3.3e-17 3.6e-17
 1342    53    16  1.4e-16 1.0e-16 5.4e-17 4.6e-17 5.0e-17 5.5e-17 5.0e-17 5.6e-17
 1343    53    17  2.0e-16 1.5e-16 8.2e-17 7.0e-17 7.6e-17 8.4e-17 7.7e-17 8.6e-17
 1344    53    18  2.9e-16 2.2e-16 1.2e-16 1.1e-16 1.2e-16 1.3e-16 1.2e-16 1.3e-16
 1345    53    19  4.2e-16 3.3e-16 1.9e-16 1.6e-16 1.8e-16 1.9e-16 1.8e-16 2.0e-16
 1346    53    20  6.2e-16 4.8e-16 2.8e-16 2.5e-16 2.7e-16 3.0e-16 2.7e-16 3.1e-16
 1347    53    21  8.9e-16 7.1e-16 4.3e-16 3.8e-16 4.1e-16 4.5e-16 4.2e-16 4.7e-16
 1348    53    22  1.3e-15 1.0e-15 6.5e-16 5.7e-16 6.2e-16 6.8e-16 6.4e-16 7.1e-16
 1349    53    23  1.9e-15 1.5e-15 9.7e-16 8.7e-16 9.3e-16 1.0e-15 9.7e-16 1.1e-15
 1350    53    24  2.7e-15 2.3e-15 1.5e-15 1.3e-15 1.4e-15 1.5e-15 1.5e-15 1.6e-15
 1351    53    25  3.9e-15 3.3e-15 2.2e-15 2.0e-15 2.1e-15 2.3e-15 2.2e-15 2.5e-15
 1352    53    26  5.7e-15 4.9e-15 3.3e-15 3.0e-15 3.2e-15 3.5e-15 3.4e-15 3.8e-15
 1353    53    27  8.2e-15 7.2e-15 4.9e-15 4.5e-15 4.8e-15 5.2e-15 5.1e-15 5.7e-15
 1354    53    28  1.2e-14 1.0e-14 7.4e-15 6.8e-15 7.3e-15 7.8e-15 7.7e-15 8.6e-15
 1355    53    29  1.7e-14 1.5e-14 1.1e-14 1.0e-14 1.1e-14 1.2e-14 1.1e-14 1.3e-14
 1356    53    30  2.4e-14 2.2e-14 1.6e-14 1.5e-14 1.6e-14 1.8e-14 1.7e-14 1.9e-14
 1357    53    31  3.5e-14 3.3e-14 2.4e-14 2.3e-14 2.4e-14 2.6e-14 2.6e-14 2.9e-14
 1358    53    32  5.0e-14 4.7e-14 3.7e-14 3.4e-14 3.7e-14 3.9e-14 3.9e-14 4.4e-14
 1359    53    33  7.2e-14 6.9e-14 5.4e-14 5.2e-14 5.5e-14 5.8e-14 5.9e-14 6.6e-14
 1360    53    34  1.0e-13 1.0e-13 8.0e-14 7.7e-14 8.2e-14 8.7e-14 8.8e-14 9.9e-14
 1361    53    35  1.5e-13 1.4e-13 1.2e-13 1.1e-13 1.2e-13 1.3e-13 1.3e-13 1.5e-13
 1362    53    36  2.1e-13 2.1e-13 1.8e-13 1.7e-13 1.8e-13 1.9e-13 2.0e-13 2.2e-13
 1363    53    37  3.0e-13 3.0e-13 2.6e-13 2.5e-13 2.7e-13 2.8e-13 2.9e-13 3.3e-13
 1364    53    38  4.3e-13 4.4e-13 3.8e-13 3.8e-13 4.0e-13 4.2e-13 4.3e-13 4.9e-13
 1365    53    39  6.1e-13 6.3e-13 5.7e-13 5.6e-13 5.9e-13 6.2e-13 6.4e-13 7.2e-13
 1366    53    40  8.6e-13 9.1e-13 8.3e-13 8.2e-13 8.7e-13 9.1e-13 9.5e-13 1.1e-12
 1367    53    41  1.9e-12 1.9e-12 1.7e-12 1.6e-12 1.7e-12 1.8e-12 2.0e-12 2.3e-12
 1368    53    42  4.7e-12 5.4e-12 5.5e-12 5.4e-12 5.5e-12 5.2e-12 5.0e-12 5.1e-12
 1369    53    43  3.5e-12 3.9e-12 3.9e-12 4.0e-12 4.2e-12 4.6e-12 5.4e-12 6.7e-12
 1370    53    44  5.1e-12 5.8e-12 5.8e-12 5.6e-12 5.6e-12 5.4e-12 5.1e-12 4.9e-12
 1371    53    45  5.7e-12 6.8e-12 7.4e-12 8.2e-12 9.0e-12 9.9e-12 1.3e-11 1.7e-11
 1372    53    46  6.6e-12 7.2e-12 7.2e-12 6.9e-12 7.2e-12 7.2e-12 6.7e-12 6.4e-12
 1373    53    47  1.1e-11 1.4e-11 1.6e-11 1.8e-11 2.0e-11 2.1e-11 2.7e-11 3.5e-11
 1374    53    48  1.1e-11 1.3e-11 1.4e-11 1.5e-11 1.5e-11 1.6e-11 1.7e-11 1.8e-11
 1375    53    49  3.7e-11 4.2e-11 4.7e-11 4.7e-11 4.9e-11 5.0e-11 5.9e-11 7.2e-11
 1376    53    50  1.7e-11 2.3e-11 3.1e-11 3.4e-11 3.7e-11 3.7e-11 4.2e-11 5.0e-11
 1377    53    51  9.4e-11 1.1e-10 1.2e-10 1.2e-10 1.3e-10 1.3e-10 1.4e-10 1.7e-10
 1378    53    52  5.3e-11 6.1e-11 6.8e-11 7.1e-11 7.2e-11 7.3e-11 7.7e-11 8.3e-11
 1379    54     1  7.6e-20 4.4e-20 1.7e-20 1.3e-20 1.4e-20 1.6e-20 1.3e-20 1.5e-20
 1380    54     2  2.4e-19 1.4e-19 5.3e-20 4.2e-20 4.5e-20 5.2e-20 4.3e-20 4.8e-20
 1381    54     3  4.5e-19 2.6e-19 1.0e-19 8.1e-20 8.8e-20 1.0e-19 8.4e-20 9.3e-20
 1382    54     4  7.5e-19 4.4e-19 1.8e-19 1.4e-19 1.5e-19 1.7e-19 1.4e-19 1.6e-19
 1383    54     5  1.2e-18 7.1e-19 2.8e-19 2.3e-19 2.5e-19 2.8e-19 2.4e-19 2.6e-19
 1384    54     6  1.8e-18 1.1e-18 4.6e-19 3.6e-19 4.0e-19 4.5e-19 3.8e-19 4.3e-19
 1385    54     7  2.7e-18 1.7e-18 7.2e-19 5.8e-19 6.3e-19 7.2e-19 6.1e-19 6.8e-19
 1386    54     8  4.1e-18 2.6e-18 1.1e-18 9.2e-19 1.0e-18 1.1e-18 9.7e-19 1.1e-18
 1387    54     9  6.2e-18 4.0e-18 1.8e-18 1.4e-18 1.6e-18 1.8e-18 1.5e-18 1.7e-18
 1388    54    10  9.2e-18 6.0e-18 2.8e-18 2.3e-18 2.5e-18 2.8e-18 2.4e-18 2.7e-18
 1389    54    11  1.4e-17 9.1e-18 4.3e-18 3.5e-18 3.8e-18 4.3e-18 3.8e-18 4.2e-18
 1390    54    12  2.0e-17 1.4e-17 6.6e-18 5.5e-18 5.9e-18 6.6e-18 5.8e-18 6.5e-18
 1391    54    13  3.0e-17 2.1e-17 1.0e-17 8.4e-18 9.1e-18 1.0e-17 9.1e-18 1.0e-17
 1392    54    14  4.4e-17 3.1e-17 1.5e-17 1.3e-17 1.4e-17 1.6e-17 1.4e-17 1.6e-17
 1393    54    15  6.4e-17 4.6e-17 2.3e-17 2.0e-17 2.2e-17 2.4e-17 2.2e-17 2.4e-17
 1394    54    16  9.4e-17 6.8e-17 3.6e-17 3.1e-17 3.3e-17 3.7e-17 3.3e-17 3.7e-17
 1395    54    17  1.4e-16 1.0e-16 5.5e-17 4.7e-17 5.1e-17 5.6e-17 5.1e-17 5.7e-17
 1396    54    18  2.0e-16 1.5e-16 8.3e-17 7.2e-17 7.7e-17 8.5e-17 7.8e-17 8.7e-17
 1397    54    19  2.9e-16 2.2e-16 1.3e-16 1.1e-16 1.2e-16 1.3e-16 1.2e-16 1.3e-16
 1398    54    20  4.2e-16 3.3e-16 1.9e-16 1.7e-16 1.8e-16 2.0e-16 1.8e-16 2.0e-16
 1399    54    21  6.2e-16 4.9e-16 2.9e-16 2.5e-16 2.7e-16 3.0e-16 2.8e-16 3.1e-16
 1400    54    22  8.9e-16 7.2e-16 4.3e-16 3.8e-16 4.1e-16 4.5e-16 4.2e-16 4.7e-16
 1401    54    23  1.3e-15 1.1e-15 6.5e-16 5.8e-16 6.2e-16 6.8e-16 6.4e-16 7.2e-16
 1402    54    24  1.9e-15 1.5e-15 9.8e-16 8.8e-16 9.4e-16 1.0e-15 9.8e-16 1.1e-15
 1403    54    25  2.7e-15 2.3e-15 1.5e-15 1.3e-15 1.4e-15 1.5e-15 1.5e-15 1.7e-15
 1404    54    26  3.9e-15 3.3e-15 2.2e-15 2.0e-15 2.1e-15 2.3e-15 2.2e-15 2.5e-15
 1405    54    27  5.6e-15 4.9e-15 3.3e-15 3.0e-15 3.2e-15 3.5e-15 3.4e-15 3.8e-15
 1406    54    28  8.2e-15 7.2e-15 5.0e-15 4.6e-15 4.9e-15 5.3e-15 5.1e-15 5.7e-15
 1407    54    29  1.2e-14 1.0e-14 7.4e-15 6.8e-15 7.3e-15 7.9e-15 7.7e-15 8.6e-15
 1408    54    30  1.7e-14 1.5e-14 1.1e-14 1.0e-14 1.1e-14 1.2e-14 1.2e-14 1.3e-14
 1409    54    31  2.4e-14 2.2e-14 1.6e-14 1.5e-14 1.6e-14 1.8e-14 1.8e-14 2.0e-14
 1410    54    32  3.5e-14 3.3e-14 2.5e-14 2.3e-14 2.5e-14 2.6e-14 2.6e-14 2.9e-14
 1411    54    33  5.0e-14 4.7e-14 3.7e-14 3.4e-14 3.7e-14 3.9e-14 3.9e-14 4.4e-14
 1412    54    34  7.2e-14 6.9e-14 5.4e-14 5.2e-14 5.5e-14 5.9e-14 5.9e-14 6.6e-14
 1413    54    35  1.0e-13 1.0e-13 8.1e-14 7.7e-14 8.2e-14 8.7e-14 8.8e-14 9.9e-14
 1414    54    36  1.5e-13 1.4e-13 1.2e-13 1.1e-13 1.2e-13 1.3e-13 1.3e-13 1.5e-13
 1415    54    37  2.1e-13 2.1e-13 1.8e-13 1.7e-13 1.8e-13 1.9e-13 2.0e-13 2.2e-13
 1416    54    38  3.0e-13 3.0e-13 2.6e-13 2.5e-13 2.7e-13 2.8e-13 2.9e-13 3.3e-13
 1417    54    39  4.2e-13 4.4e-13 3.8e-13 3.8e-13 4.0e-13 4.2e-13 4.4e-13 4.9e-13
 1418    54    40  6.0e-13 6.3e-13 5.7e-13 5.6e-13 5.9e-13 6.2e-13 6.4e-13 7.2e-13
 1419    54    41  8.5e-13 9.0e-13 8.3e-13 8.2e-13 8.7e-13 9.1e-13 9.5e-13 1.1e-12
 1420    54    42  1.9e-12 1.9e-12 1.7e-12 1.6e-12 1.7e-12 1.8e-12 2.0e-12 2.3e-12
 1421    54    43  4.6e-12 5.4e-12 5.5e-12 5.4e-12 5.5e-12 5.2e-12 5.0e-12 5.1e-12
 1422    54    44  3.5e-12 3.9e-12 3.9e-12 4.0e-12 4.2e-12 4.6e-12 5.4e-12 6.7e-12
 1423    54    45  5.1e-12 5.7e-12 5.8e-12 5.6e-12 5.6e-12 5.4e-12 5.1e-12 5.0e-12
 1424    54    46  5.6e-12 6.8e-12 7.4e-12 8.2e-12 9.0e-12 9.9e-12 1.3e-11 1.7e-11
 1425    54    47  6.5e-12 7.1e-12 7.2e-12 6.9e-12 7.2e-12 7.2e-12 6.7e-12 6.4e-12
 1426    54    48  1.1e-11 1.4e-11 1.6e-11 1.8e-11 2.0e-11 2.1e-11 2.7e-11 3.5e-11
 1427    54    49  1.1e-11 1.3e-11 1.4e-11 1.5e-11 1.5e-11 1.6e-11 1.7e-11 1.8e-11
 1428    54    50  3.7e-11 4.2e-11 4.7e-11 4.7e-11 4.9e-11 5.0e-11 5.9e-11 7.2e-11
 1429    54    51  1.6e-11 2.2e-11 3.1e-11 3.4e-11 3.7e-11 3.7e-11 4.2e-11 5.0e-11
 1430    54    52  9.3e-11 1.1e-10 1.2e-10 1.2e-10 1.3e-10 1.3e-10 1.4e-10 1.7e-10
 1431    54    53  5.2e-11 6.0e-11 6.8e-11 7.1e-11 7.2e-11 7.3e-11 7.7e-11 8.3e-11
 1432    55     1  5.2e-20 3.0e-20 1.1e-20 8.5e-21 9.3e-21 1.1e-20 8.8e-21 9.8e-21
 1433    55     2  1.7e-19 9.6e-20 3.6e-20 2.8e-20 3.0e-20 3.5e-20 2.9e-20 3.2e-20
