Species_Name,Species_formula,Phase,Image,DfH_0K,DfH_298K,Uncertainty,Units,Relative_Molecular_Mass,ATcT_ID
Tribromoethene,CHBrCBr2,g,,169.7,145.0,1.6,kJ/mol,264.7413 ±0.0034,598-16-3*0
"1,1-Diiodoethene",CH2CI2,g,,225.1,217.0,1.6,kJ/mol,279.8462 ±0.0016,57678-85-0*0
Triiodoethene,CHICI2,g,,302.0,295.5,1.4,kJ/mol,405.7428 ±0.0016,10065-29-9*0
"1,3-Butadien-2-ol",CH2C(OH)CHCH2,"g, s-trans, syn",,-53.3,-70.3,1.5,kJ/mol,70.0898 ±0.0032,59120-04-6*11
Cyclopropanone,OC(CH2CH2),g,,30.64,19.21,0.96,kJ/mol,56.0633 ±0.0024,5009-27-8*0
2-Formylethen-1-ide,[CHCHCHO]-,"g, anti-trans",,27.3,20.6,2.5,kJ/mol,55.0559 ±0.0024,135924-69-5*11
Peroxynitrous acid,HOONO,"g, cis, perp",,-0.09,-7.14,0.53,kJ/mol,63.01288 ±0.00091,14691-52-2*2
Ethenedione,OCCO,g,,14.5,17.0,1.2,kJ/mol,56.0202 ±0.0017,4363-38-6*0
Formylamidogen,CH(O)NH,g,,76.5,71.2,1.1,kJ/mol,44.03272 ±0.00087,14753-22-1*0
Formaldonitrone,CH2NHO,g,,78.4,67.2,1.4,kJ/mol,45.04066 ±0.00088,67353-84-8*0
Chlorine fluoride cation,[ClF]+,g,,1165.29,1165.47,0.6,kJ/mol,54.45055 ±0.00090,12432-44-9*0
Peroxynitrous acid cation,[(HOO)(NO)]+,"g, cis, trans 2A""",,923.8,918.3,2.0,kJ/mol,63.01233 ±0.00091,*14691-52-2*11
2-Cyclopropen-1-imine,(CHCH)CNH,g,,402.0,394.2,1.4,kJ/mol,53.0627 ±0.0024,31589-17-0*0
1-Isocyanovinyl,CH2CNC,g,,519.1,517.3,1.4,kJ/mol,52.0547 ±0.0024,321850-14-0*0
Perchloric acid,HOCl(O)(O)O,g,,11.7,0.2,1.3,kJ/mol,100.4582 ±0.0015,7601-90-3*0
Vinylvinylidene,CH2CHCHC,"g, singlet",,494.2,488.8,1.7,kJ/mol,52.0746 ±0.0032,148759-16-4*2
But-1-en-3-yn-1-ide,[HCCCHCH]-,"g, trans",,422.5,421.1,1.3,kJ/mol,51.0672 ±0.0032,119611-65-3*1
Tetrahedryl anion,[C(CH(CHCH))]-,g,,634.5,630.7,1.6,kJ/mol,51.0672 ±0.0032,138805-00-2*0
Silicon carbide,SiC,g,,739.3,744.2,2.3,kJ/mol,40.09620 ±0.00085,409-21-2*0
Silicon carbide,SiC,"cr, alpha-hex",,-70.6,-71.6,1.5,kJ/mol,40.09620 ±0.00085,409-21-2*501
Trifluorosilylium,[SiF3]+,g,,-111.6,-114.4,1.8,kJ/mol,85.08016 ±0.00030,38192-99-3*0
Nitrosodioxaziridine,ONN(OO),"g, trans",,413.7,407.7,1.8,kJ/mol,76.01168 ±0.00091,132871-99-9*1
Silanide,[SiH3]-,g,,69.3,63.6,1.3,kJ/mol,31.10987 ±0.00037,15807-96-2*0
Fluorohydrochlorine cation,[FClH]+,g,,975.3,972.3,2.0,kJ/mol,55.45849 ±0.00090,70110-64-4*0
Dimethylsilanone,CH3Si(O)CH3,g,,-237.5,-252.9,2.3,kJ/mol,74.1539 ±0.0017,47956-45-6*0
Ethylsilane,CH3CH2SiH3,g,,-12.8,-35.3,1.8,kJ/mol,60.1704 ±0.0017,2814-79-1*0
Hydroxysilyl anion,[SiH2OH]-,"g, syn",,-219.3,-227.2,2.1,kJ/mol,47.10927 ±0.00047,78450-47-2*1
Oxygen anion monohydrate,[(HOH)O]-,g,,-238.9,-244.2,3.0,kJ/mol,34.01523 ±0.00062,31748-17-1*0
Triprismane,((CHCH)((CHCH)(CHCH))),g,,576.0,556.7,1.3,kJ/mol,78.1118 ±0.0048,650-42-0*0
Propargylallene,CH2CCHCH2CCH,"g, gauche",,431.4,419.8,1.4,kJ/mol,78.1118 ±0.0048,33142-15-3*3
"1,4-Pentadiyne",HCCCH2CCH,g,,460.2,454.6,1.1,kJ/mol,64.0853 ±0.0040,24442-69-1*0
Biphenyl,C6H5C6H5,g,,207.0,178.8,1.1,kJ/mol,154.2078 ±0.0096,92-52-4*0
Diacetylide,[CCCCH]-,g,,460.96,466.0,0.96,kJ/mol,49.0513 ±0.0032,59012-21-4*0
Monosulfur cation,S+,g,,1276.42,1278.2,0.14,kJ/mol,32.0655 ±0.0060,14701-12-3*0
Oxosulfate,[SO]-,g,,-102.7,-101.94,0.48,kJ/mol,48.0659 ±0.0060,12269-52-2*0
Sulfuric acid,OS(O)(OH)2,"aq, 45 H2O",,,-886.52,0.13,kJ/mol,98.0795 ±0.0061,7664-93-9*906
Bisulfite cation,[OS(OH)O]+,g,,554.0,545.3,1.3,kJ/mol,81.0716 ±0.0061,43637-78-1*0
Sulfur tetraoxide,OS(O)(O)O,"g, triplet D2d",,-228.2,-235.1,2.0,kJ/mol,96.0636 ±0.0061,12772-98-4*11
Difluoroaminylium,[NF2]+,"g, singlet",,1157.78,1154.9,0.71,kJ/mol,52.002998 ±0.000070,31685-31-1*2
Thioformaldehyde,CH2S,"g, singlet",,121.3,117.6,2.0,kJ/mol,46.0926 ±0.0061,865-36-1*2
Dimethylsulfoxide,CH3S(O)CH3,g,,-131.91,-150.56,0.57,kJ/mol,78.1344 ±0.0062,67-68-5*0
Hydrogen atom,H,"ad, 1 Pt(111) atop",,-18.9,-21.4,4.3,kJ/mol,1.007940 ±0.000070,12385-13-6*1002001
Hydrogen atom,H,"ad, 4 Pt(111) atop",,-30.3,-32.7,5.3,kJ/mol,1.007940 ±0.000070,12385-13-6*1002004
Borane,BH3,g,,105.62,101.76,0.68,kJ/mol,13.8348 ±0.0070,13283-31-3*0
Boron trifluoride,BF3,g,,-1133.1,-1135.9,0.55,kJ/mol,67.8062 ±0.0070,7637-07-2*0
Boric acid,B(OH)3,"aq, 1000 H2O",,,-1072.43,0.55,kJ/mol,61.8330 ±0.0071,10043-35-3*839
Iminomethide,[HCNH]-,"g, trans",,237.4,233.6,1.8,kJ/mol,28.03387 ±0.00082,90623-30-6*1
Trifluoromethide,[CF3]-,g,,-637.7,-639.6,1.8,kJ/mol,69.00646 ±0.00080,54128-17-5*0
Cyanogen iodide anion,[ICN]-,g,,86.5,88.9,8.1,kJ/mol,152.92246 ±0.00080,1356929-44-6*0
Methanol,CH3OH,"cr,l",,-235.21,-238.54,0.15,kJ/mol,32.04186 ±0.00090,67-56-1*500
Dihydrogen cation,[H2]+,g,,1488.364,1488.48,0.0,kJ/mol,2.01533 ±0.00014,12184-90-6*0
Formaldehyde cation,[CH2O]+,g,,944.859,941.238,0.096,kJ/mol,30.02543 ±0.00087,54288-05-0*0
Diazenide,[NNH]-,"g, vdW",,175.7,176.8,1.6,kJ/mol,29.02197 ±0.00016,71004-29-0*100
Azanylium,[NH2]+,g,,1266.57,1264.5,0.11,kJ/mol,16.02207 ±0.00016,15194-15-7*0
Oxochloronium,[ClO]+,g,,1150.86,1150.7,0.66,kJ/mol,51.45155 ±0.00095,12301-79-0*0
Isoformyl anion,[COH]-,"g, triplet",,267.4,268.0,1.6,kJ/mol,29.01859 ±0.00086,81747-63-9*2
"1,3-Propanediyl",CH2CH2CH2,"g, singlet Cs TS",,358.7,343.7,1.4,kJ/mol,42.0797 ±0.0024,32458-33-6*22
Ammonium fluoride,(NH4)F,"cr,l",,-452.48,-467.06,0.38,kJ/mol,37.03690 ±0.00029,12125-01-8*500
Allene cation,[CH2CCH2]+,g,,1132.27,1125.12,0.22,kJ/mol,40.0633 ±0.0024,65812-77-3*0
2-Propenylidene,CHCHCH2,"g, triplet anti",,417.6,410.0,1.5,kJ/mol,40.0639 ±0.0024,19527-08-3*11
2-Propenylidene,CHCHCH2,"g, singlet",,452.74,445.61,0.9,kJ/mol,40.0639 ±0.0024,19527-08-3*2
Cycloprop-1-enylide,[CH2(CHC)]-,g,,373.7,369.3,1.7,kJ/mol,39.0565 ±0.0024,80251-77-0*0
2-Cyclopropen-1-ylium-1-yl,[C(CHCH)]+,g,,1381.8,1380.8,1.1,kJ/mol,38.0474 ±0.0024,85398-75-0*0
Propynylidene,HCCCH,"g, cis singlet",,597.8,599.6,1.2,kJ/mol,38.0480 ±0.0024,67152-18-5*3
Propenediylidene,CHCHC,g,,796.3,797.5,1.4,kJ/mol,38.0480 ±0.0024,60731-11-5*0
Carbon,C,"g, singlet",,833.315,838.462,0.039,kJ/mol,12.01070 ±0.00080,7440-44-0*2
n-Butylium,[CH3CH2CH2CH2]+,g,,827.7,803.3,1.1,kJ/mol,57.1137 ±0.0033,25453-90-1*0
Ammonium nitrate,(NH4)NO3,"cr,l",,-350.17,-365.13,0.18,kJ/mol,80.04344 ±0.00095,6484-52-2*500
Hypochlorous acid,HOCl,"aq, undissoc",,,-125.524,0.05,kJ/mol,52.46004 ±0.00095,7790-92-3*1000
Ammonia,NH3,"aq, undissoc",,,-80.883,0.053,kJ/mol,17.03056 ±0.00022,7664-41-7*1000
2-Butynylium,[CH3CCCH2]+,"g, singlet",,1085.9,1077.6,1.3,kJ/mol,53.0820 ±0.0032,64235-83-2*2
1-Methylene-2-propenyl anion,[CH2CHCCH2]-,g,,256.4,246.6,1.3,kJ/mol,53.0830 ±0.0032,64480-63-3*0
"1,3-Butadienyl anion",[CH2CHCHCH]-,g,,265.4,255.0,1.5,kJ/mol,53.0830 ±0.0032,65114-68-3*0
Dioxymethylidyne,COO,g,,299.8,301.1,1.7,kJ/mol,44.00950 ±0.00100,791121-04-5*0
Hydrogen fluoride,HF,"aq, 20 H2O",,,-321.84,0.11,kJ/mol,20.006343 ±0.000070,7664-39-3*818
Ethyloxoniumyl,[CH3CH2OH]+,g,,783.4,766.4,1.7,kJ/mol,46.0679 ±0.0017,34480-55-2*0
1-Hydroxyethyl,CH3CHOH,"g, gauche-syn",,-41.33,-54.8,0.91,kJ/mol,45.0605 ±0.0017,2348-46-1*2
1-Hydroxyethylium,[CH3CHOH]+,g,,608.89,594.47,0.37,kJ/mol,45.0600 ±0.0017,18682-96-7*0
2-Hydroxyethylium,[CH2CH2OH]+,"g, staggered-anti",,1019.3,1006.5,1.5,kJ/mol,45.0600 ±0.0017,38607-31-7*3
Ethyloxoniumylidene,[CH3CH2O]+,g,,988.7,975.0,1.5,kJ/mol,45.0600 ±0.0017,54387-07-4*0
Acetaldehyde cation,[CH3CHO]+,g,,832.12,822.14,0.22,kJ/mol,44.0520 ±0.0017,36505-03-0*0
1-Hydroxyethylidene,CH3COH,"g, gauche triplet",,185.0,175.5,1.4,kJ/mol,44.0526 ±0.0017,30967-49-8*1
Methoxymethylene,CH3OCH,"g, gauche triplet",,245.4,235.9,1.4,kJ/mol,44.0526 ±0.0017,19527-10-7*1
Dioxygen,O2,"g, singlet",,94.41,94.383,0.0,kJ/mol,31.99880 ±0.00060,7782-44-7*2
Oxiranylium,[CH2(CHO)]+,"g, triplet",,1233.6,1226.5,1.6,kJ/mol,43.0441 ±0.0016,57789-76-1*1
Oxiranyl anion,[CH2(CHO)]-,"g, triplet",,141.0,134.9,1.6,kJ/mol,43.0452 ±0.0016,72722-59-9*1
Acetic acid,CH3C(O)OH,aq,,,-485.09,0.27,kJ/mol,60.0520 ±0.0017,64-19-7*800
Ketenyl anion,[HCCO]-,g,,-48.44,-47.51,0.82,kJ/mol,41.0293 ±0.0016,64066-01-9*0
Dicarbon monoxide anion,[CCO]-,g,,154.17,157.81,0.83,kJ/mol,40.0213 ±0.0016,87191-88-6*0
Dicarbon monoxide,CCO,"g, singlet",,440.21,444.54,0.83,kJ/mol,40.0208 ±0.0016,12071-23-7*2
COC vdW,(CO)(C),"g, singlet",,726.2,734.6,1.7,kJ/mol,40.0208 ±0.0016,*12071-24-8*2
Hydroxyimidogen,NOH,g,,217.92,215.03,0.78,kJ/mol,31.01408 ±0.00032,35337-59-8*0
C=O-C cation,[COC]+,"g, doublet",,1585.8,1592.9,2.7,kJ/mol,40.0203 ±0.0016,83483-98-1*1
C=O=C anion,[COC]-,g,,550.3,554.0,1.7,kJ/mol,40.0213 ±0.0016,*87191-88-6*0
Oxirene cation,[O(CHCH)]+,g,,1106.2,1102.4,1.8,kJ/mol,42.0361 ±0.0016,94664-69-4*0
Ethynol,HCCOH,g,,95.31,92.82,0.73,kJ/mol,42.0367 ±0.0016,32038-79-2*0
Hydroxyethenylidene,CCHOH,"g, syn-triplet",,418.2,414.7,2.4,kJ/mol,42.0367 ±0.0016,70277-80-4*11
Oxoethylidene,HCC(O)H,"g, anti-triplet",,265.9,262.6,1.6,kJ/mol,42.0367 ±0.0016,39920-84-8*11
Nitrous acid,HONO,"g, cis",,-71.35,-77.71,0.26,kJ/mol,47.01348 ±0.00061,7782-77-6*2
Hydrogen fluoride,HF,"aq, 30 H2O",,,-321.89,0.11,kJ/mol,20.006343 ±0.000070,7664-39-3*820
2-Cyclopropyn-1-ylidene,C(CC),"g, triplet",,898.4,905.3,1.5,kJ/mol,36.0321 ±0.0024,102508-15-6*1
1-Hydroperoxyethylium,[CH3CHOOH]+,"g, trans triplet",,841.5,829.5,1.7,kJ/mol,61.0594 ±0.0017,*126898-98-4*11
Fluorosyl fluoride,FFO,"g, triplet",,192.8,193.3,2.3,kJ/mol,53.99621 ±0.00030,86825-57-2*1
Formic acid cation,[HC(O)OH]+,"g, anti",,723.8,716.8,1.2,kJ/mol,46.0248 ±0.0010,50614-05-6*2
Formic acid anion,[HC(O)OH]-,"g, syn",,-256.1,-262.3,1.8,kJ/mol,46.0259 ±0.0010,19066-82-1*1
Chlorosyl chloride,ClClO,g,,134.5,133.2,1.4,kJ/mol,86.9048 ±0.0018,86825-56-1*0
2-Ethylidenedioxidan-2-ium-1-ide,CH3CHOO,"g, anti",,65.7,53.04,0.63,kJ/mol,60.0520 ±0.0017,68941-70-8*1
2-Cyclopropyn-1-ylium-1-yl,[C(CC)]+,g,,1939.1,1947.0,1.3,kJ/mol,36.0316 ±0.0024,154702-35-9*0
Isocyanic acid cation,[HNCO]+,g,,1003.03,1000.36,0.49,kJ/mol,43.02423 ±0.00086,444010-28-0*0
Fulminic acid cation,[HCNO]+,g,,1215.7,1212.9,1.3,kJ/mol,43.02423 ±0.00086,114766-65-3*0
"1,2-Ethenediol",HOCHCHOH,"g, trans",,-253.9,-266.2,1.3,kJ/mol,60.0520 ±0.0017,1571-60-4*2
Acetyl chloride,CH3C(O)Cl,l,,,-272.07,0.39,kJ/mol,78.4973 ±0.0019,75-36-5*500
Methyl formate,HC(O)OCH3,l,,,-388.46,0.64,kJ/mol,60.0520 ±0.0017,107-31-3*500
Ethyl formate,HC(O)OCH2CH3,"g, anti",,-355.3,-374.4,1.4,kJ/mol,74.0785 ±0.0025,109-94-4*2
Dimethyldioxirane,CH3C(CH3)(OO),g,,-88.2,-108.0,1.3,kJ/mol,74.0785 ±0.0025,74087-85-7*0
Acetoxy,CH3C(O)O,"g, 2A""",,-182.03,-190.85,0.76,kJ/mol,59.0440 ±0.0017,13799-69-4*1
Trihydrogen dioxide anion,[HOHOH]-,g,,-487.4,-495.7,1.1,kJ/mol,35.02317 ±0.00064,12501-19-8*0
2-Methoxy-2-oxoethyl,CH2C(O)OCH3,"g, anti",,-172.8,-188.0,1.7,kJ/mol,73.0706 ±0.0025,54668-31-4*2
(Acetyloxy)methyl,CH3C(O)OCH2,"g, anti",,-173.8,-186.8,1.7,kJ/mol,73.0706 ±0.0025,2887-49-2*2
Hydroxyoxoethenyl,HOCCO,g,,24.5,22.7,1.7,kJ/mol,57.0281 ±0.0017,702699-39-6*0
"1,3-Butadiyne-1,4-diyl",CCCC,g,,1052.21,1062.18,0.64,kJ/mol,48.0428 ±0.0032,78015-07-3*0
Hydroxydioxonitrate,[HON(O)O]-,g,,-193.2,-197.5,2.4,kJ/mol,63.01343 ±0.00091,58875-09-5*0
Isocyanomethylidyne,CNC,g,,672.2,676.5,1.7,kJ/mol,38.0281 ±0.0016,53590-27-5*0
Cyanomethylidyne,CCN,g,,684.7,689.1,2.1,kJ/mol,38.0281 ±0.0016,4120-02-9*0
Fluoronium,[(HF)(H)]+,"g, triplet",,1490.1,1491.4,1.9,kJ/mol,21.01373 ±0.00014,12206-67-6*1
Cyanoaminylium,[HNCN]+,"g, triplet",,1363.2,1360.9,1.3,kJ/mol,41.03157 ±0.00082,205443-18-1*1
Azidonitrene,NNNN,"g, Cs",,692.2,687.5,1.4,kJ/mol,56.02696 ±0.00028,147363-92-6*2
Cyanoamidogen anion,[HNCN]-,g,,69.76,66.76,0.72,kJ/mol,41.03267 ±0.00082,67131-47-9*0
Diazomethylium,[HCNN]+,"g, triplet",,1395.8,1394.2,1.3,kJ/mol,41.03157 ±0.00082,271249-81-1*1
Diazomethanide,[HCNN]-,g,,305.21,302.12,0.76,kJ/mol,41.03267 ±0.00082,100840-43-5*0
2-Methyliumylidynehydrazin-2-ium-1-ide,[HNNC]+,"g, singlet",,1544.2,1542.5,1.7,kJ/mol,41.03157 ±0.00082,*947408-73-3*2
2-Methyliumylidynehydrazin-2-ium-1-ide,[HNNC]+,"g, triplet",,1563.1,1561.5,1.5,kJ/mol,41.03157 ±0.00082,*947408-73-3*1
Hydrogen chloride,HCl,"aq, 1500 H2O",,,-166.634,0.023,kJ/mol,36.46064 ±0.00090,7647-01-0*840
Nitrilomethylimidogen,NCHN,"g, doublet",,728.8,725.7,2.4,kJ/mol,41.03212 ±0.00082,324529-58-0*1
Methanediimine,HNCNH,g,,153.2,146.5,1.3,kJ/mol,42.04006 ±0.00082,151-51-9*0
Tetrachloromethane,CCl4,l,,-104.55,-123.96,0.41,kJ/mol,153.8215 ±0.0037,56-23-5*500
Dichloromethylene anion,[CCl2]-,g,,75.98,78.26,0.77,kJ/mol,82.9166 ±0.0020,118364-73-1*0
Dichloromethylium,[CHCl2]+,g,,895.4,892.2,1.2,kJ/mol,83.9235 ±0.0020,56932-33-3*0
Dichloromethide,[CHCl2]-,g,,-40.7,-42.4,2.0,kJ/mol,83.9246 ±0.0020,32180-91-9*0
Chloromethylium,[CH2Cl]+,g,,962.4,958.5,1.2,kJ/mol,49.4787 ±0.0012,59000-00-9*0
Nitronium,[ONO]+,g,,961.81,958.25,0.2,kJ/mol,46.00499 ±0.00060,14522-82-8*0
Chloromethylene,CHCl,"g, triplet",,346.23,346.54,0.89,kJ/mol,48.4713 ±0.0012,2108-20-5*1
"1,2-Dichloroethane",CH2ClCH2Cl,"cr,l",,,-165.65,0.56,kJ/mol,98.9586 ±0.0024,107-06-2*500
"1,1-Dichloroethane",CH3CHCl2,"cr,l",,,-163.74,0.48,kJ/mol,98.9586 ±0.0024,75-34-3*500
"1,1,2-Trichloroethane",CH2ClCHCl2,l,,,-187.6,1.1,kJ/mol,133.4033 ±0.0031,79-00-5*500
Pentachloroethane,CHCl2CCl3,g,,-150.5,-156.5,1.9,kJ/mol,202.2928 ±0.0048,76-01-7*0
Chloroform,CHCl3,l,,,-130.82,0.42,kJ/mol,119.3767 ±0.0028,67-66-3*590
Dihydrogen fluoride anion,[(F)(HH)]-,"g, singlet",,-257.0,-260.1,1.9,kJ/mol,21.01483 ±0.00014,*117339-92-1*2
Chlorodibromomethane,CHClBr2,g,,22.0,3.2,3.5,kJ/mol,208.2793 ±0.0023,124-48-1*0
Bromochloromethane,CH2ClBr,g,,-28.2,-42.3,1.3,kJ/mol,129.3833 ±0.0016,74-97-5*0
Peroxyimidogen,NOO,g,,405.4,403.4,1.9,kJ/mol,46.00554 ±0.00060,*60488-31-5*0
Fluoromethylene,CHF,g,,148.4,148.68,0.43,kJ/mol,32.01704 ±0.00080,13453-52-6*0
Ethyl iodide,CH3CH2I,g,,8.71,-7.16,0.48,kJ/mol,155.9656 ±0.0016,75-03-6*0
"1,2-Dibromoacetylene",BrCCBr,g,,346.5,335.6,2.0,kJ/mol,183.8294 ±0.0026,624-61-3*0
Fluoro(fluorooxy)methylene,FCOF,"g, vdW triplet",,-97.5,-95.6,1.6,kJ/mol,66.00691 ±0.00085,479587-30-9*101
Fluorooxomethylium,[FCO]+,g,,724.9,724.5,1.2,kJ/mol,47.00795 ±0.00085,38264-00-5*0
Fluoroisoformyl,COF,g,,-37.8,-32.4,1.6,kJ/mol,47.00850 ±0.00085,*1871-24-5*0
Oxadiazirene,O(NN),g,,351.8,350.0,1.7,kJ/mol,44.01288 ±0.00033,227934-45-4*0
Benzene cation,[C6H6]+,g,,992.58,976.12,0.21,kJ/mol,78.1113 ±0.0048,34504-50-2*0
Benzocyclopropene,CH2(CCHCHCHCHC),"g, singlet",,396.0,379.6,1.5,kJ/mol,90.1225 ±0.0056,4646-69-9*2
3-Methylphenyl,C6H4CH3,"g, meta",,324.5,306.4,1.2,kJ/mol,91.1305 ±0.0056,3474-41-7*0
2-Methylphenyl,C6H4CH3,"g, ortho",,324.5,306.5,1.2,kJ/mol,91.1305 ±0.0056,22904-44-5*0
4-Methylphenyl,C6H4CH3,"g, para",,327.2,309.3,1.2,kJ/mol,91.1305 ±0.0056,2396-02-3*0
NON,NON,g,,545.5,542.7,1.7,kJ/mol,44.01288 ±0.00033,227934-46-5*0
Chlorine oxide peroxide,OClOO,"g, vdW",,226.8,227.7,2.2,kJ/mol,83.4509 ±0.0013,141801-67-4*100
Indenylium,[C6H4(CHCHCH)]+,"g, singlet",,1030.2,1010.7,2.0,kJ/mol,115.1513 ±0.0072,12203-21-3*2
Benzoic acid,C6H5C(O)OH,"cr,l",,-367.33,-384.74,0.17,kJ/mol,122.1213 ±0.0056,65-85-0*500
"2,3-Dimethylbenzaldehyde",CH3C6H3(CH3)C(O)H,"g, ortho-meta",,-65.7,-93.7,2.4,kJ/mol,134.1751 ±0.0072,5779-93-1*0
"(2,3-dimethylphenyl)oxomethyl",CH3C6H3(CH3)CO,"g, ortho-meta",,83.3,60.5,2.6,kJ/mol,133.1672 ±0.0072,*104680-89-9*0
Hydrogen difluoride,(F)(HF),"g, perp",,-187.4,-187.1,1.6,kJ/mol,39.004746 ±0.000070,12528-21-1*2
Ethylene cation,[CH2CH2]+,g,,1075.21,1068.0,0.11,kJ/mol,28.0526 ±0.0016,34470-02-5*0
m-Chlorophenide,[C6H4Cl]-,"g, meta",,172.5,162.3,1.5,kJ/mol,111.5492 ±0.0049,77748-34-6*0
p-Chlorophenide,[C6H4Cl]-,"g, para",,179.5,169.1,1.5,kJ/mol,111.5492 ±0.0049,77748-42-6*0
o-Chlorophenide,[C6H4Cl]-,"g, ortho",,158.7,148.7,1.5,kJ/mol,111.5492 ±0.0049,72863-53-7*0
2-Oxopropylium,[CH3C(O)CH2]+,g,,784.8,770.9,1.7,kJ/mol,57.0707 ±0.0024,54088-52-7*0
Glycine,NH2CH2C(O)OH,"cr, alpha",,-508.28,-528.38,0.2,kJ/mol,75.0666 ±0.0017,56-40-6*511
Hydrogen chloride,HCl,aq,,,-166.989,0.023,kJ/mol,36.46064 ±0.00090,7647-01-0*800
"2,3-Butanedione",CH3C(O)C(O)CH3,g,,-310.66,-327.22,0.62,kJ/mol,86.0892 ±0.0033,431-03-8*0
"1,2-Dibromoethane",CH2BrCH2Br,g,,-11.5,-38.3,1.2,kJ/mol,187.8612 ±0.0026,106-93-4*0
Dimethylketene,CH3C(CO)CH3,g,,-73.3,-88.2,1.2,kJ/mol,70.0898 ±0.0032,598-26-5*0
2-Methyloxirene,CH3C(CHO),"g, t-triplet",,344.0,334.0,1.8,kJ/mol,56.0633 ±0.0024,2835-41-8*11
3-Oxo-1-propenylium,[CHCHCHO]+,"g, anti-trans-triplet",,1185.6,1179.6,3.0,kJ/mol,55.0548 ±0.0024,101705-90-2*111
1-Chloro ozone,ClOOO,"g, cis vdW",,226.3,223.1,2.3,kJ/mol,83.4509 ±0.0013,141801-66-3*101
(Hydroxyimino)methyl,HCNOH,"g, trans-trans",,250.2,244.0,1.8,kJ/mol,44.03272 ±0.00087,206442-92-4*1
Aminohydroxymethylene,NH2COH,"g, anti-singlet",,-22.4,-33.0,1.6,kJ/mol,45.04066 ±0.00088,160720-48-9*21
1-Isocyanoethylidene,CH3CNC,"g, triplet",,545.6,540.8,1.6,kJ/mol,53.0627 ±0.0024,*498544-34-6*1
3-Imino-2-propen-1-ylidene,CHCHCNH,"g, anti-triplet",,571.9,566.9,1.6,kJ/mol,53.0627 ±0.0024,916765-05-4*21
2-(Methylidyneamino)ethenyl,CHCHNCH,"g, anti-triplet",,634.5,629.8,1.6,kJ/mol,53.0627 ±0.0024,123416-74-0*21
Azete,(CHCHCH)N,g,,469.6,461.4,1.5,kJ/mol,53.0627 ±0.0024,287-24-1*0
2-Cyanovinylium,[CHCHCN]+,"g, anti triplet",,1517.3,1515.2,1.8,kJ/mol,52.0542 ±0.0024,85398-67-0*21
2-Cyanovinyl anion,[CHCHCN]-,"g, syn",,263.8,260.8,1.8,kJ/mol,52.0553 ±0.0024,*85398-67-0*2
2-Isocyanovinyl,CHCHNC,"g, anti",,543.3,541.3,1.7,kJ/mol,52.0547 ±0.0024,225798-14-1*1
"3-Oxo-1,2-propadienylidene",CCCO,g,,330.4,336.4,1.8,kJ/mol,52.0315 ±0.0024,11127-17-6*0
Vinylacetylene cation,[CH2CHCCH]+,g,,1221.8,1215.4,1.1,kJ/mol,52.0740 ±0.0032,59699-48-8*0
Fluorochlorate,[ClF]-,g,,-270.0,-269.3,2.2,kJ/mol,54.45165 ±0.00090,12272-56-9*0
Bicyclo[1.1.0]but-2-ylium-1-yl,[CH2(CCH)CH]+,g,,1287.1,1278.1,1.4,kJ/mol,52.0740 ±0.0032,*78525-41-4*0
3-Methylene-1-cyclopropen-1-yl anion,[CH2C(CHC)]-,g,,417.3,413.6,1.6,kJ/mol,51.0672 ±0.0032,*117469-28-0*0
2-Cyclopropen-1-ylidenemethyl,CHC(CHCH),g,,635.8,632.7,1.3,kJ/mol,51.0666 ±0.0032,127611-25-0*0
Fulvenone,OCC(CHCHCHCH),g,,117.3,107.1,1.6,kJ/mol,92.0954 ±0.0048,4727-22-4*0
Silicon cation,Si+,g,,1236.84,1240.97,0.56,kJ/mol,28.08495 ±0.00030,14067-07-3*0
Disilicon,Si2,g,,587.4,591.3,1.6,kJ/mol,56.17100 ±0.00060,12597-35-2*0
Fluorosilyliumylidene,[SiF]+,g,,651.09,652.22,0.98,kJ/mol,47.08335 ±0.00030,12518-09-1*0
Disiloxane,SiH3OSiH3,g,,-330.3,-347.4,2.3,kJ/mol,78.21804 ±0.00079,13597-73-4*0
Dibromide,[Br2]-,g,,-197.9,-212.0,2.1,kJ/mol,159.8085 ±0.0020,12595-70-9*0
Iodotrimethylsilane,SiI(CH3)3,g,,-189.7,-214.5,2.1,kJ/mol,200.0935 ±0.0025,16029-98-4*0
Chlorohydrofluorine cation,[ClFH]+,g,,1000.8,998.1,2.1,kJ/mol,55.45849 ±0.00090,70110-63-3*0
"1,2,3,5-Hexatetraene",CH2CCCHCHCH2,"g, trans",,391.8,380.0,1.6,kJ/mol,78.1118 ±0.0048,60239-33-0*1
"1,2,3-Pentatriene",CH2CCCHCH3,g,,302.7,290.4,1.4,kJ/mol,66.1011 ±0.0040,62018-46-6*0
(Z)-1-Methylallyl,CH3CHCHCH2,"g, cis",,154.74,137.36,0.99,kJ/mol,55.0984 ±0.0032,98705-00-1*0
Triiodide,[I3]-,g,,-254.3,-257.5,3.4,kJ/mol,380.713959 ±0.000090,14900-04-0*0
"2,4-Cyclopentadien-1-ylidene",C(CHCHCHCH),"g, triplet",,526.1,517.2,1.1,kJ/mol,64.0853 ±0.0040,4729-01-5*1
Ethylammonium,[CH3CH2NH3]+,g,,593.8,568.1,1.4,kJ/mol,46.0911 ±0.0017,16999-99-8*0
